#CALIFA_ID,ned_name,ppak_file,ra,dec,b,l,d_Mpc,modz,INFOmodz,IRSA_E(B-V),e_IRSA_E(B-V),Mr,u-r,objID,run,rerun,camcol,field,obj,type,flags,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,petroR50_r,petroR90_r,isoA_g,isoB_g,isoA_r,isoB_r,isoAgrad_r,isoBgrad_r,specObjID,z,zErr,zConf,zStatus,specClass,velDisp,velDispErr,eClass,J,eJ,H,eH,K,eK,FUV,eFUV,NUV,eNUV,Fnu_12,Fnu_25,Fnu_60,Fnu_100,NEDNAME,CHANDRA_flux_aper_b,CHANDRA_hard_hs,mjd,plate,fiberid,FIRST_flux_int,FIRST_e_flux_int,FIRST_MajAx,FIRST_MinAx,FIRST_PosAng,abs_U,abs_G,abs_R,abs_I,abs_Z,abs_J,abs_H,abs_K,eabs_U,eabs_G,eabs_R,eabs_I,eabs_Z,eabs_J,eabs_H,eabs_K,MU50R,PETROTHETA,PETROTH50,PETROTH90,SERSIC_N,SERSIC_TH50,SERSIC_FLUX,CLASS,SUBCLASS,int_r_mag,PA,PA_align,PA_err,BA,BA_err,re,r90,r20,hlma,el_mag,hlr,circ_mag,sky,ba2,pa2
K0200,UGC04405,UGC04405,126.6370156,23.1927547,30.62464766,200.7550173,82.04,34.57,N,0.0411,0.0013,-21.21,2.61,587738946661253259,4469,40,2,104,139,3,34628309008,15.77694988,16.19399452,14.34469795,13.48083591,13.02116013,12.71344757,0.218166977,0.160525188,0.116426259,0.088282511,0.0625934,16.4750042,6.690829277,22.07636261,113.7810669,41.02492523,135.1315918,46.59965134,12.00611496,1.703544378,542349802495541248,0.018849,0.000176853,0.999081016,4.0,2.0,156.6476746,3.624905109,-0.217414007,12.925,0.058,12.311,0.052,12.073,0.066,0,0,0,0,0,0,0,0,UGC04405,0,0,53317,1926,615,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.220463752,60.426605224,26.912598,0.6421129703,0.3777337968,0.0085655916,7.5240001678,33.263999939,1.9800000190,7.92,13.4101916103,5.1481,13.5126828836,111.310875699,0.3777337968,60.426605224
K0201,NGC2592,NGC2592,126.7835439,25.97031638,31.61085619,197.717845,31.33,32.48,N,0.0606,0.0054,-20.38,2.67,588016840709374032,3635,41,4,110,80,3,68988047376,14.59316444,15.07874107,13.11077023,12.26502323,11.80907917,11.52496052,0.304096192,0.223751098,0.162282959,0.123054251,0.087246999,17.59176445,6.923797607,22.49697304,107.8172073,75.89408875,126.5508728,83.41915894,5.795165539,2.571269035,0,0.006628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.526,0.046,10.857,0.051,10.525,0.039,0,0,0,0,0,0,0,0,NGC2592,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.022179603,83.700424194,48.462418,0.7638082504,0.7947219014,0.0078601185,7.5240001678,34.055999755,1.5839999914,6.336,12.2888714522,5.94,12.3045221313,121.541845962,0.7947219014,83.700424194
K0202,UGC04416,UGC04416,126.8199677,22.87757692,30.68181964,201.1650341,80.17,34.52,N,0.0387,0.0015,-21.39,2.24,587739154430492793,4517,40,5,107,121,3,34629095440,16.49345207,15.56215858,13.9442606,13.23539448,12.84591007,12.77477455,0.195541143,0.143877313,0.104351833,0.079126827,0.056101907,39.5595932,15.0457983,31.69363785,135.1684723,69.99372101,146.937027,73.49591064,5.207854271,2.022292614,0,0.018473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.369,0.052,12.592,0.047,12.198,0.056,0,0,0,0,0.25,1.02,1.59,3.45,UGC04416,0,0,0,0,0,3.67,0.132,1.99,0.00,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.920724868,8.8862571716,-22.310745,0.8129466176,0.3714413046,0.0327266491,16.631999969,47.520000457,5.1479997634,15.048,12.9404703144,9.9,12.9967797932,131.803417865,0.3714413046,8.8862571716
K0203,NGC2596,NGC2596,126.8604878,17.2840765,28.75965037,207.2149699,86.30,34.68,N,0.0409,0.0007,-21.38,2.55,587741533304062219,5071,40,4,85,267,3,1125934535151632,16.9751091,16.06263924,14.11661816,13.41388988,12.9708786,13.04743671,0.211236224,0.155425608,0.11272762,0.085477941,0.060604922,26.86800575,12.35378742,28.09496689,129.4373322,43.37485886,137.644043,46.31646729,3.906992674,1.249530792,640304850319441920,0.019850099,0.000162399,0.999545991,3.0,2.0,97.0,6.0,-0.148809001,14.174,0.088,13.703,0.079,13.164,0.094,0,0,0,0,0.26,0.31,0.82,2.27,NGC2596,0,0,53726,2274,445,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.171645164,85.857040405,60.610039,0.9206856489,0.3492359220,0.0053062080,12.671999931,30.492000579,5.1479997634,13.0681,13.2534294862,8.316,13.3120208033,129.426287068,0.349235922,85.857040405
K0204,NGC2595,NGC2595,126.9250956,21.47910031,30.31025827,202.7337861,63.39,34.01,N,0.0397,0.0005,-21.19,11.37,587739152819617839,4517,40,2,103,47,3,34628309008,16.31701088,24.39728355,13.73522758,12.93394756,12.63931751,12.53783417,0.20468533,0.150605515,0.109231688,0.082827076,0.058725432,46.83840179,19.38453102,41.53199387,125.1063919,101.0301971,136.1389008,112.205162,3.982476711,3.826437235,586541553502126080,0.014452,0.000181578,0.998153985,4.0,2.0,127.3895035,5.566817284,-0.172224,13.371,0.075,12.777,0.066,12.428,0.076,0,0,0,0,0.25,0.34,1.01,3.13,NGC2595,0,0,53359,2083,442,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.143003463,21.754425048,-9.647568,7.7065429687,0.6990092396,0.0467632897,28.115999221,63.360000610,8.7119998931,12.672,12.6162920419,11.484,12.5820658434,135.375618311,0.6990092396,21.754425048
K0205,UGC04425,UGC04425,127.0599291,28.0573125,32.44108963,195.4406961,85.11,34.65,N,0.0342,0.0017,-20.58,2.47,587735043611426934,3560,40,4,130,118,3,68988047376,16.93369675,16.72141838,14.80068493,14.16843414,13.90941048,13.96393013,0.178493515,0.131333828,0.09525425,0.072228417,0.051210847,27.55543709,11.02992153,27.47456741,122.1635666,37.33873367,122.5121765,43.37585449,5.006511211,1.773657918,356856138806853632,0.019755701,9.92e-05,0.998157978,3.0,2.0,-9999.0,-9999.0,0.098690502,14.343,0.054,13.709,0.053,13.237,0.051,0,0,0,0,0,0,0,0,UGC04425,0,0,52932,1267,502,2.22,0.134,5.98,5.21,179.7,-17.80189,-19.234354,-19.812386,-20.052786,-20.038038,-20.824326,-20.90374,-20.612263,0.00478509217929798,0.00237816460580471,0.00239520441752341,0.00271470389503,0.0058930338917808,0.00373878458095328,0.00519532202813942,0.00767152023294418,21.324242,29.62904,12.339601,28.853321,5.9033337,12.515274,980.8074,GALAXY,STARBURST,13.938364028,174.27929687,-42.752705,2.1396176815,0.2793559134,0.0389020927,11.880000114,32.868000030,3.1679999828,9.9,14.2153206154,5.94,14.1017783894,131.141831339,0.2793559134,174.27929687
K0206,NGC2598,NGC2598,127.5105053,21.48864936,30.82641133,202.9363323,67.30,34.14,N,0.0434,0.0014,-20.80,2.41,587739377768988784,4569,40,5,110,112,3,71135531024,15.92771626,15.98002911,14.24963474,13.4618597,13.05517387,12.83858109,0.227515087,0.16740343,0.121414937,0.092065267,0.065275423,19.50513077,8.440019608,22.16314316,106.6267319,38.03925705,123.0005035,42.79000854,4.976902008,1.604825258,586541554076745728,0.0152744,0.000101578,0.997897983,3.0,2.0,-9999.0,-9999.0,-0.044902202,13.410,0.039,12.687,0.064,12.360,0.055,0,0,0,0,0,0,0,0,NGC2598,0,0,53359,2083,579,2.39,0.134,3.36,0.00,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.326028823,29.656402587,0.6754,0.8564779758,0.3751746714,0.0087294289,7.9200000762,24.552000045,1.9800000190,8.712,13.4464629712,5.5445,13.5307917085,163.795522617,0.3751746714,29.656402587
K0207,UGC04464,UGC04464,128.2508378,26.01402975,32.88494245,198.124107,76.56,34.42,N,0.0426,0.0025,-19.76,2.19,588016878291124448,3644,41,2,122,224,3,36775792656,18.23141289,17.07293892,15.34027386,14.77684975,14.4842701,14.52242756,0.226096913,0.166359961,0.120658122,0.091491401,0.06486854,20.68389893,9.749660492,26.87420654,134.0356445,22.32748032,161.2788849,23.69662857,8.29365921,0.758121073,446646710161113088,0.017650999,8.75e-05,0.97835499,3.0,2.0,-9999.0,-9999.0,-0.021836599,15.321,0.085,14.780,0.113,14.176,0.111,0,0,0,0,0,0,0,0,UGC04464,0,0,52945,1586,013,0,0,0,0,0,-17.010439,-18.51758,-19.048607,-19.313967,-19.233126,-19.880688,-19.910292,-20.063272,0.00917721158868912,0.002906073411541,0.00284437454109572,0.00220775924049903,0.00431693839275635,0.00463679519553829,0.00762706635341797,0.00694418114424273,21.638407,23.003199,10.507116,27.460705,2.0429053,12.3942175,750.8707,GALAXY,STARFORMING,14.490076065,144.64831543,-70.122688,0.9140952825,0.2314856350,0.0278725996,11.088000297,39.599998474,4.3559999465,9.9,14.6589550166,3.96,15.1953685908,136.397009774,0.231485635,144.64831543
K0208,UGC04461,UGC04461,128.3444674,52.53226763,36.5027401,166.0210977,71.12,34.26,N,0.0380,0.0017,-20.66,1.79,587725551199125604,1350,40,3,165,100,3,1125934535151632,17.46380806,15.59010029,14.18060398,13.70559025,13.45037174,13.49633789,0.194381863,0.143024325,0.103733167,0.078657724,0.055769306,27.74058533,12.05421352,29.40768433,135.2510376,37.1810112,134.8660736,39.97464371,5.014646053,1.539332032,125197726123032576,0.016638501,0.000101277,0.99536401,3.0,2.0,-9999.0,-9999.0,-0.025540199,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.25,0.25,0.90,2.27,UGC04461,0,0,51883,0444,161,4.99,0.146,12.15,7.19,55.8,-18.284187,-19.49588,-19.957682,-20.178415,-20.118786,-20.840805,-21.034374,-20.794668,0.00501314195162619,0.00433244703020287,0.00427981645407962,0.00427531123196941,0.00741578449730251,0.00548704612663378,0.00621658778334819,0.00752297422290497,21.046522,30.819202,13.624314,32.06438,3.6835346,29.750408,2133.618,GALAXY,STARFORMING,13.589028358,97.926200866,46.609207,0.1583217829,0.3068437874,0.0048236865,11.880000114,30.096000671,4.7519998550,11.484,13.6725737868,6.732,13.7480477509,171.558101509,0.3068437874,97.926200866
K0209,NGC2604,SDSSJ083322.92+293217.1,128.3464046,29.53880894,33.91734338,194.0855114,31.77,32.51,N,0.0410,0.0003,-19.34,1.85,587735044149084285,3560,40,5,142,125,3,1126003254628368,17.17055702,15.22993565,13.69951057,13.27880669,13.17366982,13.48032665,0.212033197,0.156012014,0.113152921,0.085800432,0.060833577,43.48810196,19.48284912,38.49800491,113.4717178,101.9427032,124.2285233,111.1696701,4.753135681,4.024778843,357137617927536640,0.00694248,7.91e-06,0.980902016,6.0,2.0,-9999.0,-9999.0,0.564400017,15.735,0.118,15.216,0.117,14.710,0.117,0,0,0,0,0.25,0.40,1.31,2.85,SDSSJ083322.92+293217.1,0,0,52933,1268,466,1.37,0.152,4.78,0.85,33.6,-16.766745,-18.141783,-18.544483,-18.628595,-18.263092,-18.821537,-18.947535,-18.846794,0.0220100289136946,0.0212453063806878,0.0212235400554949,0.0212703255242524,0.0216011600687003,0.0223502294362803,0.0233096619830951,0.0242427944960129,21.645277,41.31648,19.292149,35.312874,5.9033337,6.496123,751.7718,GALAXY,STARBURST,13.346689224,27.009531021,-9.249466,7.7196364402,0.8759384751,0.0291410889,15.840000152,65.736000061,5.5440001487,12.672,12.8172018024,11.88,12.8385122147,138.918768977,0.8759384751,27.009531021
K0210,UGC04468,UGC04468,128.3781877,41.52546652,36.11037423,179.6823268,108.14,35.17,N,0.0340,0.0011,-21.90,2.81,587731887349039209,2825,40,5,156,105,3,158329942970384,16.2054882,16.25338364,14.21251488,13.36407375,12.94670391,12.726861,0.175099,0.128836185,0.093442746,0.070854805,0.05023694,26.49025536,9.9787817,29.84833908,117.4452133,55.43125153,144.7275696,65.99706268,12.2364521,2.089759827,252145939605618688,0.0247557,0.000190329,0.99861902,4.0,2.0,204.8070984,5.566821575,-0.175384998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC04468,0,0,52581,0895,423,2.60,0.144,0.83,0.00,17.1,-18.457703,-20.316807,-21.12133,-21.527388,-21.69355,-22.19516,-22.440456,-22.144222,0.00306214919636038,0.00205294040601413,0.00216833758761168,0.00218466682847766,0.00208799770270141,0.00260413045297755,0.002800937014265,0.00355423117003868,20.296167,26.715244,10.147185,29.22966,3.7277217,12.508637,2352.5442,GALAXY,,12.916835784,31.154949188,-13.677048,0.1757659167,0.4870283901,0.0168155971,15.444000244,63.360000610,3.5639998912,9.108,13.3183747003,6.336,13.4505231503,124.066123569,0.4870283901,31.154949188
K0211,UGC04505,UGC04505,129.0485967,50.41899382,36.99233634,168.6445113,47.21,33.37,N,0.0429,0.0009,-19.63,2.56,587725470132207679,1331,40,4,174,63,3,1125934535151704,17.50319099,16.53166962,14.58084679,13.86397457,13.45186234,13.2896204,0.224503338,0.165187418,0.119807698,0.090846553,0.064411335,22.34916115,9.795593262,24.08970833,117.676918,27.84335136,122.2796631,30.69496536,4.777646542,1.169413328,125479158250733568,0.0108523,0.000171891,0.999050975,4.0,2.0,100.202713,9.19172287,-0.136862993,14.785,0.140,13.152,,12.833,,17.676418,0.008710712,-999.0,-999.0,0,0,0,0,UGC04505,0,0,51873,0445,185,0,0,0,0,0,-16.367142,-18.164669,-18.850773,-19.251774,-19.384962,-20.076263,-20.232574,-20.01387,0.0123497086765472,0.00972527082447928,0.0097141117484216,0.00971037495787518,0.0100965584366085,0.01036906187157,0.0109289414434968,0.0116584833828722,20.731146,23.498873,10.277513,25.175365,1.5244231,9.871761,1256.3226,GALAXY,,13.787818908,106.83825683,57.838257,0.1865313500,0.2705110311,0.0085545945,9.1079998016,22.176000595,3.9600000381,10.2961,13.8109259233,5.94,13.8773067851,177.158160949,0.2705110311,106.83825683
K0212,NGC2620,NGC2620,129.3675776,24.94671613,33.53775645,199.695879,113.24,35.27,N,0.0401,0.0015,-21.98,2.83,588017978334969911,3900,41,3,51,55,3,36775792656,16.45013809,16.33055305,14.20454788,13.400424,12.96093178,12.73077297,0.21034722,0.154771492,0.112253197,0.085118197,0.060349863,31.04452515,12.69645596,34.00005341,161.421936,36.29958344,167.8170929,40.51254272,5.69487381,1.557011247,543475829733064704,0.0260935,0.000192483,0.998542011,4.0,2.0,210.5033722,7.638193607,-0.287129015,13.389,0.052,12.508,0.084,12.273,0.040,0,0,0,0,0,0,0,0,NGC2620,0,0,53347,1930,253,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.150687217,126.29897308,-86.05703,0.2891641557,0.2639273405,0.0288365762,14.255999565,43.560001373,4.3559999465,13.0681,13.3296624378,6.732,13.431844247,188.885821482,0.2639273405,126.29897308
K0213,NGC2623,NGC2623,129.6000321,25.75453262,33.97323526,198.8394095,80.54,34.53,N,0.0411,0.0005,-20.96,2.26,587738947736633359,4469,40,4,129,15,3,70405519970392,16.68318367,16.04033852,14.31274033,13.68212318,13.32918835,13.18679237,0.211771458,0.155819431,0.113013253,0.085694522,0.060758486,14.28993702,6.322453022,16.41004753,92.35766602,42.00473022,141.3716583,45.01917267,7.907030106,1.806687951,543475830672588800,0.018472999,0.00011738,0.994413972,3.0,2.0,-9999.0,-9999.0,-0.055873301,13.270,0.056,12.024,0.076,11.340,0.050,0,0,0,0,0.29,1.74,24.33,28.24,NGC2623NED03,5.732e-15,0.2404,53347,1930,477,95.38,0.148,1.41,1.26,162.3,,,,,,,,,,,,,,,,,,,,,,,,,,13.169182777,54.795837402,22.699844,13.944061279,0.7544199824,0.0967671573,9.5039997100,47.916000366,3.5639998912,6.732,13.5125004364,5.5445,13.5804576441,107.578305959,0.7544199824,54.795837402
K0214,UGC04515,UGC04515,130.0394623,52.45598823,37.53707613,166.0589322,71.12,34.26,N,0.0384,0.0018,-20.83,2.97,587725471206801501,1331,40,6,187,93,3,17592454615056,16.63104439,16.60301399,14.28182316,13.53853416,13.13336849,13.00865364,0.212185964,0.156124413,0.113234453,0.085862249,0.060877405,22.02032471,9.794034958,26.17490196,116.1941071,45.67810822,139.595108,49.96043777,6.74354887,2.03420639,125197725556801536,0.0166065,0.000170012,0.999244988,3.0,2.0,-9999.0,-9999.0,-0.190011993,14.151,0.061,13.311,0.092,12.970,0.062,16.974962,0.0063061197,-999.0,-999.0,0,0,0,0,UGC04515,0,0,51883,0444,026,0,0,0,0,0,-17.242973,-19.421085,-20.120842,-20.508244,-20.58539,-21.264318,-21.452536,-21.19476,0.00820454791218049,0.00446463172324427,0.00448301712073204,0.00449518105353109,0.00449667239497763,0.00519659903379634,0.00514654927730868,0.00600164012821424,20.4214,24.88967,10.783691,26.780922,4.007025,22.734304,2802.5396,GALAXY,,13.162739753,44.542533874,-2.877472,2.2074925899,0.4881782531,0.0200679879,12.276000022,40.391998291,4.3559999465,9.5041,13.3142226178,6.732,13.4224292854,175.487204278,0.4881782531,44.542533874
K0215,UGC04532,UGC04532,130.4219066,18.85992562,32.48655363,206.9415479,67.92,34.16,N,0.0256,0.0009,-19.01,1.75,587741533305700573,5071,40,4,110,221,3,268570640,18.55089188,17.03326607,15.67359924,15.2232542,15.0263958,15.02228546,0.133891568,0.098516136,0.071452118,0.054179981,0.038414281,17.85321236,8.207817078,21.39262009,109.6483612,18.00943756,117.0584106,20.18252182,9.610497475,0.98517859,641149183360761856,0.0154997,8.86e-05,0.974463999,3.0,2.0,-9999.0,-9999.0,0.112908997,16.470,0.133,14.604,,14.225,,0,0,0,0,0,0,0,0,UGC04532,0,0,53705,2277,041,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.983005523,59.44115448,35.270157,0.2806807458,0.2087383568,0.0069894120,8.7119998931,28.115999221,3.5639998912,6.732,15.4589677957,3.564,15.5413737775,135.331919626,0.2087383568,59.44115448
K0216,NGC2638,NGC2638,130.60736,37.22104008,37.28512358,185.2767575,55.72,33.73,N,0.0380,0.0012,-20.83,2.59,588013383263387679,2830,41,4,151,31,3,105495793680,15.50003719,15.68989754,13.84273529,13.00570679,12.55623627,12.24990749,0.200772867,0.147726759,0.107143767,0.08124388,0.057602923,14.69829559,6.449679852,20.07294655,139.6048584,41.68371201,156.3688354,48.47523117,2.871594906,2.237986803,243419094836051968,0.0128801,0.00019067,0.997689009,4.0,2.0,156.6476746,4.919510365,-0.178292006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC2638,0,0,52320,0864,541,1.30,0.142,3.14,0.00,23.2,-17.718594,-19.406519,-20.205402,-20.636978,-20.922668,-21.479593,-21.673801,-21.469105,0.00922516543950441,0.00980072288171831,0.00966853085610103,0.00969477174532455,0.00937375446237581,0.00929706560437155,0.0094115863064958,0.00958803382696686,18.979778,15.80552,6.7688613,20.475857,3.790585,8.921068,3096.0244,GALAXY,BROADLINE,12.747868537,104.54560852,64.096611,1.9988119602,0.4905025064,0.0446348339,6.7319998741,30.888000488,1.9800000190,7.92,12.9077502612,5.94,12.9779195217,112.919007971,0.4905025064,104.54560852
K0217,UGC04548,UGC04548,130.7814327,18.22260437,32.57779417,207.7919525,91.20,34.80,N,0.0237,0.0003,-20.31,2.38,587741489819353288,5061,40,3,113,200,3,1196305426813016,17.84995461,16.99100113,15.26159763,14.55225182,14.18863106,13.88512802,0.122526221,0.090153627,0.065386929,0.049580932,0.035153497,19.72350311,8.368709564,19.59387016,105.3488235,20.04681206,114.9574966,22.30708885,2.715456486,1.072462201,641430686477058048,0.020976299,9.63e-05,0.998449028,4.0,2.0,77.6765213,13.852314,-0.145814002,15.648,0.121,13.510,,13.157,,0,0,0,0,0.25,0.48,0.62,1.63,UGC04548,0,0,53711,2278,606,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.284388542,72.557456970,48.418457,0.4295241534,0.2187451869,0.0159725975,9.1079998016,31.284000396,3.5639998912,9.5041,14.502298764,4.7521,14.540152044,139.202404276,0.2187451869,72.55745697
K0218,UGC04550,SDSSJ084315.97+130511.6,130.8163486,13.08579916,30.63972649,213.3791146,32.36,32.55,N,0.0484,0.0025,-18.82,2.11,587742008973197602,5182,40,2,108,290,3,1196305426813016,18.06710625,16.09144211,14.54319382,13.86323929,13.4965353,13.43799686,0.251133651,0.184781745,0.134019136,0.101622649,0.072051726,30.49177933,13.56180096,36.58256531,166.0303955,36.20999527,181.5978088,43.53353119,10.91723156,2.165909767,683652318951899136,0.00692045,0.000116481,0.903609991,3.0,2.0,-9999.0,-9999.0,-0.126436993,0,0,0,0,0,0,0,0,0,0,0.25,0.28,0.88,2.06,SDSSJ084315.97+130511.6,0,0,53801,2428,468,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.586386680,22.280216217,4.024216,0.0799887329,0.2329744100,0.0090392781,16.236000061,50.687999725,6.3359999656,15.048,13.7493338979,7.524,13.8417267713,118.413109728,0.23297441,22.280216217
K0219,NGC2639,NGC2639,130.908622,50.20553788,38.18537033,168.8739932,48.31,33.42,N,0.0236,0.0004,-21.82,2.71,588007003626471495,1345,41,1,153,71,3,1126005402112016,14.84803104,14.42983913,12.48581791,11.66393948,11.23364925,10.94717026,0.121977277,0.089749731,0.065093987,0.0493588,0.034996007,24.11586761,10.44986057,28.32668877,120.3610916,77.33520508,117.7486191,84.42821503,0.493412137,1.735065937,0,0.010854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.265,0.043,11.258,0.068,11.180,0.070,0,0,0,0,0.35,0.39,2.00,7.08,NGC2639,1.067e-14,-0.2668,0,0,0,107.32,0.141,1.67,1.39,162.9,,,,,,,,,,,,,,,,,,,,,,,,,,11.318150520,1.3897843360,-47.155212,0.6726320981,0.5090982913,0.0184147898,13.067999839,46.332000732,4.3559999465,12.276,11.5800907533,9.5041,11.5913394522,160.085052452,0.5090982913,1.389784336
K0220,UGC04546,UGC04546,130.9638785,51.99119402,38.13002741,166.6036793,74.82,34.37,N,0.0275,0.0010,-20.52,2.81,588007005237674092,1345,41,4,162,108,3,68988047376,15.9125309,16.80097771,14.83079243,13.92647362,13.45265579,13.09879017,0.144909218,0.106622823,0.077331766,0.058638338,0.041575313,8.716012955,4.025741577,12.80050564,103.4912033,24.28982162,119.7533035,28.93097115,5.105491161,1.785304904,126042125761511424,0.0173929,0.000185354,0.999074996,4.0,2.0,176.3257141,5.178438187,-0.201847002,13.209,0.049,12.433,0.072,12.042,0.051,19.052229,0.0118678985,20.175983,0.037859417,0,0,0,0,UGC04546,0,0,51877,0447,275,0,0,0,0,0,-17.12211,-18.951561,-19.823875,-20.285976,-20.627903,-21.264078,-21.497032,-21.316822,0.0117180803300186,0.0148480414319748,0.0140892477764701,0.0146974196651534,0.0127138734142685,0.00634208710476113,0.00536484082892799,0.0047370963626774,18.906212,8.808467,4.1257114,12.902719,2.5807133,4.4049277,1248.1321,GALAXY,,13.585919380,69.180130004,21.742126,0.8670770525,0.4177745282,0.0789734348,4.3559999465,22.968000412,1.1879999637,5.5445,13.7391436535,3.96,13.7846573559,150.389606818,0.4177745282,69.180130004
K0221,UGC04551,UGC04551,131.0246618,49.79386454,38.27463385,169.3943307,26.18,32.09,N,0.0230,0.0007,-19.80,2.57,588010137338183767,2074,41,6,95,87,3,68988047376,14.58203983,14.97121716,13.14061356,12.34948635,11.93994427,11.65759277,0.119162902,0.087678932,0.063592076,0.048219945,0.034188543,9.874692917,4.447646141,13.09108543,141.1737976,47.53331757,159.1188507,52.69472504,5.880249977,1.62626183,0,0.005797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.742,0.050,11.174,0.066,10.979,0.044,0,0,0,0,0,0,0,0,UGC04551,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.065967559,164.3384552,-61.332546,3.8207643032,0.8064422011,0.1113230586,4.7519998550,26.135999679,1.5839999914,5.1481,12.2513689206,4.356,12.3287773158,118.218805987,0.8064422011,164.3384552
K0222,UGC04559,UGC04559,131.031705,30.11913651,36.3179977,194.0779914,31.92,32.52,N,0.0612,0.0032,-19.35,2.59,587735043076325545,3560,40,3,157,169,3,70403372486744,16.73638916,16.07824516,14.23062134,13.33818245,12.8691206,12.57754898,0.32051757,0.235833779,0.171046332,0.12969926,0.091958389,23.70019722,10.20889664,28.42576408,143.133194,35.61534119,173.5853882,42.06899261,11.49195576,1.714840889,357700816276029440,0.00696211,0.000169977,0.998610973,4.0,2.0,76.38191986,6.214124203,-0.249684006,13.373,0.085,12.795,0.065,11.940,0.070,0,0,0,0,0.26,0.32,0.40,1.47,UGC04559,0,0,52991,1270,296,0,0,0,0,0,-16.04681,-17.716494,-18.560787,-18.998001,-19.253624,-19.779594,-20.016542,-19.879807,0.0204078200807399,0.0201378780093667,0.0201708035404682,0.0199656989292396,0.0194761302689798,0.019831596822526,0.0199876835893722,0.0201709186828777,20.2443,24.407804,10.802047,28.813625,0.8006865,5.400943,1123.7125,GALAXY,,13.067546844,85.786064147,50.55307,0.0855273082,0.2519655823,0.0007780896,11.484000206,42.768001556,3.9600000381,12.276,13.2700174254,6.732,13.3489945287,138.202638421,0.2519655823,85.786064147
K0223,IC2393,IC2393,131.7049625,28.17131391,36.4261188,196.6014035,91.62,34.81,N,0.0530,0.0005,-22.01,2.69,588016878292762688,3644,41,2,147,64,3,68988047376,15.40810585,15.76979637,13.82602119,12.94988251,12.48421001,12.21919727,0.2738837,0.201521039,0.146159858,0.110828601,0.07857886,18.58565903,7.229698181,23.98681641,94.9592514,65.70908356,120.7551804,76.73271179,6.931665421,2.919599056,447209746487836672,0.021029299,0.000214089,0.998844028,4.0,2.0,252.4487,5.178421974,-0.166573003,12.568,0.061,11.865,0.049,11.419,0.060,0,0,0,0,0,0,0,0,IC2393,0,0,52965,1588,126,0,0,0,0,0,-18.66013,-20.400457,-21.216408,-21.657337,-21.85534,-22.25284,-22.47467,-22.247026,0.00247711382154704,0.00225094057240023,0.00225837825586441,0.0022624693907688,0.00224601636991063,0.00242205975206876,0.00244835722942231,0.00267994403848057,19.124908,18.76514,7.2649784,23.51717,3.2894459,7.5433784,3020.3142,GALAXY,,12.500599861,61.964416503,28.789413,1.9664310216,0.7228512167,0.0058001009,11.484000206,58.212001800,2.3759999275,7.128,12.8464308759,6.336,12.8880108913,139.609345136,0.7228512167,61.964416503
