#CALIFA_ID,ned_name,ppak_file,ra,dec,b,l,d_Mpc,modz,INFOmodz,IRSA_E(B-V),e_IRSA_E(B-V),Mr,u-r,objID,run,rerun,camcol,field,obj,type,flags,fiberMag_r,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,petroRad_r,petroR50_r,petroR90_r,isoA_g,isoB_g,isoA_r,isoB_r,isoAgrad_r,isoBgrad_r,specObjID,z,zErr,zConf,zStatus,specClass,velDisp,velDispErr,eClass,J,eJ,H,eH,K,eK,FUV,eFUV,NUV,eNUV,Fnu_12,Fnu_25,Fnu_60,Fnu_100,NEDNAME,CHANDRA_flux_aper_b,CHANDRA_hard_hs,mjd,plate,fiberid,FIRST_flux_int,FIRST_e_flux_int,FIRST_MajAx,FIRST_MinAx,FIRST_PosAng,abs_U,abs_G,abs_R,abs_I,abs_Z,abs_J,abs_H,abs_K,eabs_U,eabs_G,eabs_R,eabs_I,eabs_Z,eabs_J,eabs_H,eabs_K,MU50R,PETROTHETA,PETROTH50,PETROTH90,SERSIC_N,SERSIC_TH50,SERSIC_FLUX,CLASS,SUBCLASS,int_r_mag,PA,PA_align,PA_err,BA,BA_err,re,r90,r20,hlma,el_mag,hlr,circ_mag,sky,ba2,pa2
K0732,NGC5559,NGC5559,214.8032637,24.79873156,70.15934377,31.13257445,74.82,34.37,N,0.0196,0.0003,-20.89,2.79,587739828738392214,4674,40,5,77,150,3,1125934535151632,16.79660797,16.36874008,14.29925823,13.53434753,13.12108994,12.91324043,0.101119407,0.074402705,0.053963047,0.040918544,0.029011758,26.12332916,11.22257233,26.95638084,128.3261871,34.88396072,138.8164215,38.50894928,3.982261896,1.589235187,599209822159634432,0.017215399,0.000103154,0.997211993,4.0,2.0,115.2201691,7.379265785,-0.217538998,13.467,0.048,12.600,0.055,12.343,0.049,0,0,0,0,0.25,0.25,0.88,2.60,NGC5559,0,0,53800,2128,591,1.51,0.143,2.11,0.00,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,13.302212715,47.470035553,60.422035,1.3472470045,0.2653306126,0.0122240195,11.880000114,33.263999939,4.3559999465,13.464,13.4652778992,7.524,13.5433560934,91.1613090386,0.2653306126,47.470035553
K0733,UGC09182,UGC09182,215.192186,21.93574738,69.06289572,23.46478823,67.61,34.15,N,0.0303,0.0008,-20.78,2.30,587739844845502623,4678,40,3,92,159,3,1178779812761616,17.43131447,15.83216667,14.0494442,13.45514202,13.11442947,13.14442539,0.155815333,0.114647433,0.083151884,0.063051559,0.04470434,36.91496658,15.84111404,42.7689209,152.9292297,35.72002411,166.9081573,39.99867249,6.757649422,1.550612211,784423532946784256,0.0155943,0.000101049,0.997599006,4.0,2.0,71.72132111,11.13363934,-0.0601127,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.68,1.86,UGC09182,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.047277450,109.48631286,-58.485687,0.5889996290,0.2143644839,0.0123652964,20.988000869,64.944000244,7.1279997825,19.0083,13.3525113198,8.316,13.5480902312,93.7141949658,0.2143644839,109.48631286
K0734,NGC5580,NGC5580,215.4100268,35.20486467,69.14427037,61.26881287,46.77,33.35,N,0.0166,0.0009,-20.87,2.63,588017977830015012,3900,41,2,538,36,3,68988047376,15.54544163,15.19886017,13.31415844,12.5306263,12.10344696,11.88181114,0.085713848,0.063067436,0.045741767,0.034684595,0.024591811,21.74958801,9.157912254,27.29740906,110.4750595,84.6352005,138.5095978,93.49324799,7.196379185,4.654418468,0,0.010858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5580,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.105939865,121.25941467,-39.981586,1.0336295366,0.8705306649,0.0139274233,13.067999839,54.251998901,3.5639998912,7.92,12.4698935407,7.92,12.4609837441,119.634461077,0.8705306649,121.25941467
K0735,UGC09199,UGC09199,215.4995505,11.10012684,63.35818556,0.326072169,111.69,35.24,N,0.0360,0.0007,-21.06,2.54,588017704019427588,3836,41,4,440,260,3,34628309008,17.25986099,16.91044426,15.12970352,14.27716923,13.86854649,13.5967617,0.191017494,0.140548855,0.101937763,0.077296309,0.054804049,21.03226471,8.715890884,23.85189629,108.3432236,20.61524773,118.5192032,23.62445259,2.589967489,1.324190378,480709221487214592,0.0257669,0.000163834,0.999215007,4.0,2.0,93.72966766,7.767653465,-0.195641994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UGC09199,0,0,53885,1707,460,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14.149274826,120.61907959,-53.198921,0.1030371189,0.1880080550,0.0085149612,7.9200000762,23.760000228,2.7720000743,9.9,14.278282778,5.1481,14.3337678653,123.238054082,0.188008055,120.61907959
K0736,NGC5587,NGC5587,215.544634,13.91806257,65.05429519,5.502711027,34.99,32.72,N,0.0221,0.0007,-20.12,2.59,587736809915547655,3971,40,6,112,7,3,2416054288,15.72040272,15.30425549,13.41562176,12.66320992,12.24698639,12.03015518,0.118974343,0.087540187,0.063491449,0.04814364,0.034134444,26.57175064,11.78206825,30.22701454,168.8604736,48.22785187,156.5919037,52.18353271,6.155548096,1.470797062,773163211066179584,0.0076865,0.000160415,0.999643028,4.0,2.0,102.2740936,3.883824587,-0.171700999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5587,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.480822563,156.29531860,-16.290682,0.8181504607,0.3362470269,0.0092158950,11.880000114,34.847999572,3.5639998912,14.256,12.6165753797,8.316,12.7449746074,101.263805069,0.3362470269,156.2953186
K0737,NGC5602,NGC5602,215.5784684,50.50135775,60.92902555,92.56263613,32.51,32.56,N,0.0199,0.0007,-20.01,2.62,587733398098214974,3177,40,3,71,62,3,158329942970384,15.03985596,15.26738548,13.37881947,12.60316753,12.16373539,11.98300171,0.102713943,0.07557594,0.054813977,0.041563779,0.029469239,24.80016327,7.97531271,27.97535515,134.8485565,60.34115219,142.7461548,66.8053894,3.009395123,2.034043074,0,0.007415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5602,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.265414238,143.92092895,-11.957071,0.7685102224,0.6794216036,0.0436168275,9.5039997100,33.263999939,2.3759999275,8.316,12.4146778169,6.732,12.4923597889,154.812431326,0.6794216036,143.92092895
K0738,NGC5598,NGC5598,215.6178265,40.31981479,67.04072054,73.80786903,78.34,34.47,N,0.0079,0.0010,-21.53,2.72,588017626165411870,3818,41,3,322,30,3,68988047376,15.39893055,15.68901443,13.75176716,12.95554733,12.56173038,12.3074379,0.036388837,0.026774561,0.019419145,0.014724949,0.010440173,16.34506416,6.74591732,21.46730614,93.84342194,64.7274704,114.7261734,73.52130127,6.552645206,2.596349001,379656263300022272,0.018142899,0.000183713,0.999202013,3.0,2.0,175.0,4.0,-0.149141997,12.650,0.064,12.021,0.050,11.504,0.052,0,0,0,0,0,0,0,0,NGC5598,0,0,53084,1348,155,0,0,0,0,0,-18.267128,-20.072985,-20.85373,-21.255283,-21.492943,-21.925093,-22.083143,-21.918259,0.00229017177135649,0.00218677594481732,0.00218878526838951,0.00218723185904428,0.00217816045636818,0.00240734003755065,0.00237934609573337,0.00273563366932568,19.109318,16.42661,6.78734,21.318863,3.4474607,7.8975363,3476.3923,GALAXY,,12.644057273,27.906072616,48.718079,0.3919637501,0.7318202257,0.0104897301,7.9200000762,36.431999206,1.9800000190,6.732,12.8786232792,5.94,12.9379769005,99.8732753817,0.7318202257,27.906072616
K0739,NGC5611,NGC5611,216.019898,33.04740174,69.15483833,55.04100817,30.34,32.41,N,0.0109,0.0010,-19.84,2.39,587736962920939584,4007,40,3,69,64,3,268570640,14.68064499,15.0177393,13.32680416,12.59932995,12.2247858,11.98565006,0.057430197,0.042256594,0.030648006,0.023239454,0.016477063,12.57376194,5.231184483,16.5439949,106.4063263,51.38619614,119.1225967,61.83087158,4.435514927,4.055683613,0,0.006304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.192,0.039,11.439,0.046,11.056,0.049,0,0,0,0,0,0,0,0,NGC5611,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.299302101,45.100502014,63.058502,0.3645972013,0.4493632912,0.0156209310,5.9400000572,30.888000488,1.5839999914,6.336,12.5324908966,4.7521,12.6236946535,124.309323087,0.4493632912,45.100502014
K0740,NGC5614,NGC5614,216.031616,34.85885236,68.74817742,59.95749174,56.49,33.76,N,0.0157,0.0006,-22.04,2.79,588017977830277167,3900,41,2,542,47,3,1125971042373648,14.65579033,14.59344673,12.62499332,11.76520538,11.30538559,11.11215782,0.080593437,0.059299883,0.043009222,0.032612592,0.023122733,27.46065712,11.25444603,34.34856796,145.0775299,106.6320724,156.4360199,113.8679504,4.950003147,3.394808292,0,0.01297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875,0.034,10.984,0.056,10.807,0.040,0,0,0,0,0.30,0.25,1.26,6.08,NGC5614,0,0,53472,1840,566,3.81,0.156,13.12,5.05,138.5,-18.654928,-20.47805,-21.263561,-21.705517,-21.927582,0,0,0,0.0134718636086973,0.0133706417022881,0.0133007295210729,0.0132827526113892,0.0131975864781752,,,,19.156279,33.77692,13.635173,40.308407,5.65736,29.750418,14698.991,GALAXY,STARFORMING,11.363923072,146.64837646,-14.182624,19.208341598,0.9494078159,0.0206699613,15.048000335,58.212001800,3.9600000381,9.108,11.7888690006,9.108,11.7846379926,126.539928006,0.9494078159,146.64837646
K0741,NGC5616,FIRSTJ142420.9+362737,216.0862483,36.46142114,68.24059333,64.1067832,120.78,35.41,N,0.0094,0.0002,-22.24,2.73,587736942518993010,4002,40,5,56,114,3,1161121054724112,16.50393105,15.94991398,13.87989521,13.19581985,12.82073307,12.61952591,0.048374318,0.035593364,0.025815276,0.019574942,0.013878878,35.14086151,13.94428158,36.6240654,88.62922668,38.95654297,119.3811493,42.61437607,-5.666766167,1.758868337,0,0.028506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.361,0.068,12.437,0.052,12.044,0.044,0,0,0,0,0.25,0.25,1.37,4.53,FIRSTJ142420.9+362737,0,0,0,0,0,13.36,0.141,27.84,8.38,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,12.984240531,138.04525756,-23.081743,0.1062172502,0.1750766634,0.0154563421,15.444000244,43.560001373,4.3559999465,17.0282,13.2530901922,7.524,13.3182912407,123.408620278,0.1750766634,138.04525756
K0742,NGC5610,SDSSJ142422.74+243649.9,216.0955762,24.61412212,68.97228664,31.2965705,73.11,34.32,N,0.0217,0.0005,-21.43,2.31,587739828738916399,4674,40,5,85,47,3,36775792656,16.51105499,15.31326866,13.57042599,12.95129871,12.59574795,12.43305492,0.112932958,0.083094999,0.060267422,0.045698963,0.032401133,26.88100052,12.07390022,25.81275368,153.4878235,50.8229332,175.2675629,52.61936951,2.467578173,1.445064187,600054327066755072,0.016890001,0.000102703,0.998521984,3.0,2.0,-9999.0,-9999.0,-0.042493898,13.353,0.060,12.460,0.064,11.863,0.046,0,0,0,0,0.56,0.75,4.82,8.74,SDSSJ142422.74+243649.9,0,0,53819,2131,203,22.37,0.141,2.09,0.98,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,12.684148788,78.753280639,-87.766716,0.7978746294,0.2504748404,0.0435021854,13.463999748,33.659999847,4.7519998550,13.861,13.0014081648,9.108,12.8995185005,96.544596879,0.2504748404,78.753280639
K0743,NGC5622,NGC5622,216.5508202,48.56397913,61.78635739,88.70561394,55.21,33.71,N,0.0208,0.0012,-20.46,2.04,588017713124605974,3838,41,5,110,22,3,1143492361457680,17.3178978,15.40983009,13.88187122,13.31624603,13.02661037,13.03694153,0.117190138,0.086227395,0.062539302,0.047421657,0.033622548,30.50871468,13.14850903,28.11121559,118.3657837,58.77199936,123.7189865,61.19376373,4.681130886,2.142462254,471137255478525952,0.0129589,0.000163042,0.999369979,4.0,2.0,74.8283844,5.955200672,-0.102297999,0,0,0,0,0,0,0,0,0,0,0.32,0.25,0.50,1.48,NGC5622,0,0,53462,1673,453,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.098606109,56.844856262,80.581856,0.6127962470,0.4950617551,0.0071974657,13.859999656,32.472000122,5.9400000572,11.88,13.2294626907,8.712,13.284312386,120.849306649,0.4950617551,56.844856262
K0744,NGC5631,NGC5631,216.6387251,56.58261483,56.01020706,99.5275148,28.58,32.28,N,0.0193,0.0011,-20.78,2.67,587733605329862728,3225,40,5,63,72,3,2416054288,14.30790138,14.277174,12.30692673,11.55388165,11.12647533,10.92780876,0.104454421,0.076856568,0.055742793,0.042268071,0.029968591,25.13751793,10.19726753,32.7509613,140.5715027,122.4628067,163.5496826,125.8365936,4.094748974,2.401606798,0,0.006608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5631,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.120847702,111.06547546,-43.057526,1.2359591722,0.8891684412,0.0166829824,15.444000244,58.212001800,3.5639998912,8.316,11.6487330244,7.524,11.7402615597,121.733948757,0.8891684412,111.06547546
K0745,UGC09253,UGC09253,216.7437818,31.51702424,68.7639336,50.58012327,57.02,33.78,N,0.0145,0.0005,-19.96,1.97,587739382060679217,4570,40,5,60,49,3,68988047376,17.85227966,15.86871147,14.37322807,13.86677933,13.62771416,13.57708168,0.078960374,0.05809829,0.042137727,0.031951763,0.022654198,37.34575653,13.40052795,32.18175507,156.5523529,32.36445999,159.4288177,35.52017593,4.173667908,1.488301039,600617698438676480,0.0131493,0.000171083,0.998135984,4.0,2.0,73.27484894,11.52201843,-0.0148757,0,0,0,0,0,0,0,0,0,0,0.94,0.57,0.60,0.76,UGC09253,0,0,53917,2133,325,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.647935867,28.171945571,45.291946,0.5232172608,0.2387870550,0.0071390164,14.652000427,41.976001739,5.9400000572,14.256,13.8194335813,7.524,13.8965181948,110.356539268,0.238787055,28.171945571
K0746,NGC5623,NGC5623,216.7860713,33.25252459,68.4870783,55.28322427,48.98,33.45,N,0.0094,0.0001,-21.08,2.73,587736963458072620,4007,40,4,73,44,3,2416054288,14.78765583,15.15184307,13.18575001,12.39754391,11.98184586,11.78004742,0.047828209,0.03519154,0.02552384,0.019353956,0.013722195,21.9160347,8.871531487,27.90323067,122.0553894,80.77026367,143.2026367,92.73165894,6.398098946,4.116305828,0,0.011318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5623,2.212e-14,-0.2410,0,0,0,10.42,0.131,1.47,1.40,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.023576736,2.1649136543,20.49791,1.3863987922,0.6845363974,0.0139813348,11.484000206,50.291999816,2.3759999275,7.524,12.4528743796,6.732,12.443141077,119.516776362,0.6845363974,2.1649136543
K0747,UGC09262,UGC09262,216.7931063,35.92167464,67.86132398,62.26684606,120.78,35.41,N,0.0131,0.0002,-20.99,2.03,587736941982384290,4002,40,4,60,162,3,1266672023507032,17.78248978,16.52185822,15.1565094,14.45822906,14.03794098,13.76328659,0.067924783,0.049978413,0.036248513,0.027486149,0.019488022,17.91101837,7.9598279,20.81747246,100.4746933,18.77498055,116.4954681,21.36249542,3.827630281,1.579575658,0,0.028543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.126,0.091,13.437,,13.023,,0,0,0,0,0.25,0.25,1.60,3.54,UGC09262,0,0,53144,1644,546,17.05,0.148,5.72,3.13,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,14.144934654,31.310663223,50.592667,0.3322643339,0.1651384532,0.0076431510,9.5039997100,31.284000396,3.5639998912,10.2961,14.3420319189,5.1481,14.3969474963,114.484140148,0.1651384532,31.310663223
K0748,NGC5633,NGC5633,216.868278,46.14657672,63.13429048,84.3386122,34.04,32.66,N,0.0164,0.0004,-20.37,1.80,587732484369743913,2964,40,5,465,41,3,1125934535151632,16.52401352,14.17687893,12.90153313,12.3389492,12.04523563,11.91566753,0.084938914,0.062497247,0.045328218,0.034371015,0.024369478,22.86938095,11.413414,24.51707268,117.8955383,73.78407288,127.6726532,79.0230484,6.317216396,2.647778749,362484762524254208,0.00775714,8.97e-05,0.998147011,3.0,2.0,-9999.0,-9999.0,0.0119522,13.732,0.090,13.120,0.091,12.827,0.074,0,0,0,0,0.27,0.33,2.67,7.84,NGC5633,0,0,52728,1287,587,18.76,0.129,24.32,16.96,55.8,-17.946026,-19.069174,-19.64072,-19.927986,-20.078259,-20.500853,-20.665108,-20.469133,0.0119240709503208,0.0119055584433149,0.0119048228461169,0.0119045316087635,0.0119071688538945,0.0121196343651748,0.0122417900435073,0.0123910915981708,19.623262,24.315891,12.096444,25.934946,1.977617,14.9931755,5097.716,GALAXY,STARFORMING,12.128406524,168.68489074,11.698891,0.7330574989,0.6435975432,0.0043068397,11.880000114,31.284000396,5.9400000572,11.88,12.2843781971,9.5041,12.3421906015,120.060950968,0.6435975432,168.68489074
K0749,NGC5630,NGC5630,216.9025411,41.25775452,65.74124428,74.73283643,38.73,32.94,N,0.0115,0.0003,-19.78,1.48,588017627776221322,3818,41,6,325,138,3,1125934535151704,17.48884964,14.70477009,13.54949951,13.19459152,13.05273533,13.08610916,0.05923453,0.043584201,0.031610899,0.023969589,0.016994737,29.2201786,12.97462559,32.62579727,155.1394806,49.4654274,160.3942719,51.98852539,5.295961857,1.806867242,379656265099378688,0.00886203,0.000101603,0.989383996,3.0,2.0,-9999.0,-9999.0,0.264236987,15.045,0.114,13.489,,13.162,,0,0,0,0,0.25,0.25,1.44,3.36,NGC5630,0,0,53084,1348,584,0,0,0,0,0,-17.869755,-18.848396,-19.154541,-19.258759,-19.31903,-19.713446,-19.719582,-19.451633,0.0100808169010137,0.00997155563896208,0.0099942507073381,0.0100224356230396,0.0100528235667137,0.0108914807708729,0.0109483157384776,0.0129206227998602,21.538034,41.125317,21.121973,39.588116,5.9033337,0.2064766,115.65104,GALAXY,STARFORMING,12.892831802,79.752296447,-79.0737,2.3351569175,0.3185974657,0.0118404775,15.444000244,38.015998840,7.5240001678,16.236,13.0290779168,9.5041,13.095079229,93.3840574075,0.3185974657,79.752296447
K0750,NGC5635,NGC5635,217.1322722,27.40900338,68.45716682,39.2932946,62.52,33.98,N,0.0217,0.0014,-21.75,3.15,587739457223655508,4588,40,1,76,84,3,35221147881488,15.51255512,15.50672245,13.21190262,12.29447556,11.85360241,11.57794952,0.123805523,0.091094919,0.066069633,0.050098605,0.035520535,30.8694458,12.53837967,37.30975723,169.2133331,63.68116379,196.4576263,73.17276001,9.071867943,2.417378187,0,0.014397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.612,0.039,11.674,0.062,11.507,0.059,0,0,0,0,0.25,0.25,0.40,1.75,NGC5635,0,0,53876,2134,191,53.45,0.185,1.22,1.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.933913230,47.504840850,63.928841,0.9512177705,0.4195826053,0.0218687728,16.236000061,51.479999542,4.7519998550,13.464,12.3090307347,8.712,12.3910580185,106.879381504,0.4195826053,47.50484085
K0751,UGC09291,UGC09291,217.1537161,38.99914846,66.54361057,69.48912059,42.27,33.13,N,0.0122,0.0013,-19.84,2.27,588017949899620439,3893,41,6,338,87,3,1284298569551888,18.10396194,15.63543892,13.84203148,13.32818127,13.16098022,13.32670212,0.074400976,0.054743528,0.039704572,0.030106775,0.021346079,38.70608139,18.01060677,36.18524933,153.8155518,68.22572327,161.0918427,71.37615204,7.015440464,1.623571396,0,0.00964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.704,0.130,15.426,0.118,13.990,,0,0,0,0,0.63,0.25,0.44,0.86,UGC09291,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.891892433,85.537475585,-74.150528,1.2858927249,0.5224618911,0.0019191649,22.176000595,48.708000183,10.295999527,14.6521,13.1144283234,10.2961,13.2648409124,115.724652886,0.5224618911,85.537475585
K0752,NGC5642,NGC5642,217.3061828,30.0264475,68.37852817,46.4219759,62.23,33.97,N,0.0192,0.0013,-21.64,2.92,587739380450459684,4570,40,2,66,36,3,68988309520,14.87992954,15.34967041,13.43851948,12.38810825,11.98324966,11.8340416,0.099820539,0.073447004,0.053269897,0.04039295,0.028639104,20.42656136,7.86608696,25.44991875,92.96687317,70.66264343,139.1811676,87.039711,5.624429226,3.624507666,0,0.014443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NGC5642,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.969524383,103.01234436,-59.355656,3.5597126483,0.7394080758,0.0430815108,11.484000206,59.004001617,2.7720000743,7.524,12.3734978565,5.94,12.4353601252,115.671948175,0.7394080758,103.01234436
K0753,NGC5656,NGC5656,217.6062852,35.32102933,67.38472915,60.28250534,46.13,33.32,N,0.0151,0.0003,-21.17,1.99,588017978904477723,3900,41,4,549,27,3,1125968894890000,15.57924366,14.21528435,12.79341221,12.19064617,11.88001919,11.70111465,0.078154229,0.057505138,0.041707523,0.03162555,0.02242291,27.17863464,12.1829977,29.44140816,125.6882095,84.65257263,133.9550476,93.51961517,5.131831646,3.645994186,462973113605292032,0.0105303,0.000158172,0.999719024,4.0,2.0,96.05996704,4.919518948,-0.117182001,0,0,0,0,0,0,0,0,0,0,0.26,0.29,2.71,7.92,NGC5656,0,0,53144,1644,036,0,0,0,0,0,-18.370949,-19.670135,-20.265266,-20.573227,-20.736237,-21.20891,-21.413145,-21.228336,0.0060253802271002,0.005950667655985,0.00595049698253273,0.00594974323288104,0.00596447605775808,0.00611432391658155,0.00616522203184017,0.00622290663132222,19.60879,29.434372,13.18917,30.483223,5.0225105,23.440931,7085.925,GALAXY,BROADLINE,11.971344947,35.334159851,55.211159,0.4881691336,0.6287332177,0.0251668002,13.067999839,39.599998474,5.1479997634,11.88,12.1824780857,9.5041,12.2533580226,111.202000899,0.6287332177,35.334159851
K0754,NGC5657,SDSSJ143043.67+291049.6,217.6816451,29.18082078,68.05939321,44.13532342,56.75,33.77,N,0.0184,0.0006,-20.43,2.30,587739610250412044,4623,40,6,359,12,3,70474239447056,16.28139305,15.74074936,14.08397007,13.39308548,13.06172276,12.85947323,0.095297813,0.070119224,0.050856311,0.038562801,0.027341506,15.33020878,7.112783909,21.78622818,152.1654358,48.16888046,160.1855011,51.88293839,3.645255089,1.934307456,0,0.01308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.305,0.045,12.338,0.062,11.999,0.041,0,0,0,0,0.25,0.19,1.54,2.66,SDSSJ143043.67+291049.6,0,0,53917,2133,086,4.49,0.145,4.26,2.68,156.3,,,,,,,,,,,,,,,,,,,,,,,,,,13.066277504,164.90946960,1.36747,6.7176628112,0.5318129658,0.0460713021,8.3159999847,34.451999664,2.7720000743,8.316,13.2412325658,5.94,13.3207304063,93.7110699888,0.5318129658,164.9094696
K0755,NGC5659,NGC5659,217.7755631,25.35511211,67.61792043,34.04699742,64.86,34.06,N,0.0370,0.0024,-20.74,2.47,587739706873938022,4646,40,2,157,102,3,36775792656,16.95100021,15.98171616,14.15735054,13.42205811,13.01941299,12.88368607,0.194788113,0.143323243,0.103949971,0.078822114,0.055885863,29.19632149,12.08877373,29.68712807,137.8564911,39.54243088,148.7698975,43.98854446,4.173983097,1.881044507,601180261308170240,0.0150172,0.000159214,0.999432981,4.0,2.0,96.3188858,7.379270077,-0.179104,14.142,0.075,13.459,0.094,13.255,0.076,0,0,0,0,0,0,0,0,NGC5659,0,0,53827,2135,197,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13.237716674,26.298223495,41.823227,0.5815320611,0.2999758124,0.0069408765,12.671999931,36.431999206,4.7519998550,13.0681,13.4131624359,7.92,13.4641348729,99.3501578159,0.2999758124,26.298223495
K0756,NGC5665,SDSSJ143226.14+080443.0,218.1072469,8.07864213,59.43584243,359.0800609,33.88,32.65,N,0.0251,0.0001,-20.60,1.76,587736542019518549,3909,40,3,151,85,3,1284264209551376,16.3694458,13.93920517,12.63265419,12.11511803,11.87030125,11.82751846,0.129096419,0.094987921,0.068893164,0.052239601,0.037038527,34.76269913,16.2267971,34.63708878,156.253479,81.49828339,179.8453217,83.57991791,7.723789215,1.816087365,0,0.007409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.37,0.78,6.57,13.03,SDSSJ143226.14+080443.0,0,0,53795,1812,161,37.62,0.153,20.42,14.90,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.374168396,152.74621582,-21.892784,4.9680914878,0.8361192345,0.0424823425,18.215999603,49.895999908,6.3359999656,12.672,12.060751423,11.88,12.0802410045,138.093685934,0.8361192345,152.74621582
K0757,NGC5675,NGC5675,218.1659933,36.30223059,66.68998735,62.40599013,57.28,33.79,N,0.0157,0.0018,-21.24,2.89,587736583892238376,3919,40,1,102,40,3,36775792656,15.82829094,15.52866936,13.40710545,12.59727383,12.1722002,11.97761059,0.094787113,0.069743454,0.050583772,0.038356144,0.027194982,26.88627052,11.79332066,33.34513092,160.5543518,53.62678909,184.4447632,61.24833298,9.575428009,2.094029427,463254710426533888,0.0132108,0.00015582,0.990137994,4.0,2.0,182.5398407,9.4506464,-0.313966006,12.499,0.057,11.750,0.050,11.206,0.041,0,0,0,0,0.25,0.25,0.56,2.10,NGC5675,3.762e-13,0.5705,53172,1645,414,116.76,0.146,1.75,0.62,156.9,-17.00065,-19.55346,-20.384583,-20.795134,-20.928305,-21.684986,-21.999607,-21.655838,0.0313513432169488,0.013762336558491,0.0137893432370235,0.013759957324318,0.0139907277850677,0.0140968298555632,0.0139746739778434,0.0143759211371469,19.932114,31.412874,12.712024,31.86099,3.5329459,22.583485,4949.4136,GALAXY,BROADLINE,12.245143890,113.59942627,-44.777573,0.2816759347,0.3908487558,0.0275166034,15.048000335,52.271999359,5.1479997634,14.256,12.5680103207,8.712,12.6708053208,89.4845450841,0.3908487558,113.59942627
K0758,NGC5682,NGC5682,218.6874153,48.67023234,60.6260876,87.01852994,32.96,32.59,N,0.0309,0.0017,-18.62,1.67,587733397025652815,3177,40,1,89,79,3,1125934535151704,18.11653519,15.80337143,14.50529671,14.05432224,13.88360786,14.0167408,0.166516542,0.122521289,0.088862658,0.067381859,0.047774579,35.42494202,12.72248554,32.96192551,161.0332336,35.37636948,171.9241943,40.56790161,7.26744318,2.892387867,294930788351213568,0.00757523,1.01e-05,0.945455015,6.0,2.0,-9999.0,-9999.0,0.205862999,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.47,1.34,NGC5682,0,0,52733,1047,292,0,0,0,0,0,-16.161789,-17.436134,-17.86927,-18.033463,-17.780472,0,0,0,0.0233987914524215,0.0125744359453832,0.0137217917696144,0.0132391386272192,0.0283299625871681,,,,21.481129,30.8052,12.302715,30.750322,1.4718447,12.169186,1479.0507,GALAXY,STARFORMING,13.588634491,96.461692810,-56.469307,1.3425101041,0.3099728524,0.0195840857,19.007999420,56.231998443,6.7319998741,11.0881,13.9799135994,6.732,13.9823591458,154.366004444,0.3099728524,96.46169281
